prompt,prompt_len,target
The following is a multiple choice question. Context: Riley protected their skin from the sun and had a good time at the park.| Question: Why did Riley do this?| Option A: lazy| Option B: go home| Option C: strong. The correct answer is ,57,3
The following is a multiple choice question. Context: Kendall saw a bully picking on his brother and tried to help. He got beat up.| Question: How would Kendall feel afterwards?| Option A: happy he kept his brother from getting hurt| Option B: like he should have just ignored the situation| Option C: a moral person. The correct answer is ,74,3
The following is a multiple choice question. Context: Skylar made their own costume for Halloween and it was the best of all their friends.| Question: How would Skylar feel afterwards?| Option A: like they had a bad costume| Option B: like the scariest monster| Option C: a hard worker. The correct answer is ,70,3
The following is a multiple choice question. Context: Jordan told Remy the problem was with her attitude and not with him.| Question: How would Remy feel as a result?| Option A: Quite confident| Option B: proud and content| Option C: bothered by it. The correct answer is ,61,3
The following is a multiple choice question. Context: Carson was finished university for the summer so Carson came home for the holidays.| Question: What will their friends want to do next?| Option A: relax during their time off| Option B: spend time with family and friends| Option C: catch up with Carson. The correct answer is ,70,3
The following is a multiple choice question. Context: Bailey was driving. They stopped in front of Riley.| Question: How would you describe Bailey?| Option A: nervous| Option B: a hard worker| Option C: a drunkard. The correct answer is ,55,1
"The following is a multiple choice question. Context: Sklyar had stopped breathing but Lee held Skylar's arms anyway, in vain.| Question: Lee want to do what next?| Option A: beg the doctors to try again| Option B: get her up and walking home| Option C: bring Skylar back. The correct answer is ",73,1
"The following is a multiple choice question. Context: Jesse was heading out and wanted to let her roommates know, so Jesse wrote a note on the board in the kitchen.| Question: What will Jesse want to do next?| Option A: leave the kitchen for a week| Option B: stay home for the evening| Option C: go out for the evening. The correct answer is ",79,3
"The following is a multiple choice question. Context: Despite multiple warnings not to divulge details, Cameron told someone a secret.| Question: What will Cameron want to do next?| Option A: go play| Option B: keep it quiet| Option C: know who to keep a secret for. The correct answer is ",66,2
The following is a multiple choice question. Context: sydney was a police officer so she provided free information to people.| Question: What will Others want to do next?| Option A: appreciate sydney| Option B: resent sydney| Option C: hate sydney. The correct answer is ,58,1
The following is a multiple choice question. Context: lee was good at keeping secrets so he kept his lips sealed.| Question: How would Others feel as a result?| Option A: honorable| Option B: annoyed| Option C: calm. The correct answer is ,55,1
The following is a multiple choice question. Context: Riley had just had a baby and decided to give the baby a name.| Question: What does Riley need to do before this?| Option A: call her best friend and ask her| Option B: look at a baby naming book| Option C: Think of a name to give the baby. The correct answer is ,76,3
The following is a multiple choice question. Context: Kendall told Addison the answer to a question but Kendall doubted them so Addison googled it and proved to Kendall their answer was correct.| Question: Why did Addison do that?| Option A: wanted to show their knowledge| Option B: know how to google| Option C: Addision wanted to show their ignorance. The correct answer is ,78,1
The following is a multiple choice question. Context: Austin was being accused of murder. Austin expressed their willingness to cooperate with the authorities.| Question: What will Austin want to do next?| Option A: prove their innocence| Option B: admit to the murder| Option C: try to commit the murder. The correct answer is ,68,1
The following is a multiple choice question. Context: Aubrey got with the program and did what had to be done.| Question: What will Aubrey want to do next?| Option A: go away| Option B: required| Option C: do nothing. The correct answer is ,57,3
The following is a multiple choice question. Context: Dylan was applying to nursing school and asked Lee for a recommendation letter.| Question: What did Dylan need to do before this?| Option A: write the letter| Option B: finish the nursing prerequisites| Option C: do him a favor. The correct answer is ,65,2
"The following is a multiple choice question. Context: Riley wanted to get going, but first he had to find his jacket.| Question: What does Riley need to do before this?| Option A: slash his tires| Option B: find his car keys| Option C: sleep in the trunk. The correct answer is ",66,2
The following is a multiple choice question. Context: carson asked my mom about prom so that the event would go as smoothly as possible.| Question: How would Others feel as a result?| Option A: sad to have help| Option B: bad about the event| Option C: good about the event. The correct answer is ,69,3
The following is a multiple choice question. Context: Aubrey kept up with the joneses in all different areas of life.| Question: What does Aubrey need to do before this?| Option A: make money| Option B: go bankrupt| Option C: ignore her neighbors. The correct answer is ,61,1
The following is a multiple choice question. Context: Cameron played hockey with some friends and the others asked if they could join.| Question: What will happen to Others?| Option A: eagerly let them join in| Option B: The others will leave| Option C: The others will play. The correct answer is ,65,3
"The following is a multiple choice question. Context: Robin anxiously awaited their turn to get their flu shot, since they were afraid of needles.| Question: How would Robin feel afterward they got the shot?| Option A: angry it was over| Option B: weak| Option C: glad it was over. The correct answer is ",68,3
The following is a multiple choice question. Context: Jan performed the dance well until they tripped and sprained their ankle.| Question: How would Jan feel afterwards?| Option A: embarrassed about what happened| Option B: as stupid| Option C: pleased with what happened. The correct answer is ,61,1
The following is a multiple choice question. Context: Quinn loved Bailey dearly but realized she left Bailey at the gas station.| Question: What will Quinn want to do next?| Option A: Go back to the gas station| Option B: love Bailey dearly| Option C: leave the gas station without Bailey. The correct answer is ,68,1
The following is a multiple choice question. Context: Tracy didn't understand the equation so Skylar taught them about the math.| Question: How would Skylar feel afterwards?| Option A: Good they know how to do the problem| Option B: stupid| Option C: Good that they have a math problem. The correct answer is ,70,1
The following is a multiple choice question. Context: Alex took his leave for school and caught the bus just in time.| Question: Why did Alex do this?| Option A: see his friends at school| Option B: head home| Option C: go to a ball game. The correct answer is ,63,1
The following is a multiple choice question. Context: Jesse thanked Bailey's boss for Bailey's support when they had a big project to work on.| Question: How would Jesse feel afterwards?| Option A: content| Option B: valued because of Jesse's actions| Option C: upset. The correct answer is ,67,1
The following is a multiple choice question. Context: Robin decided to enter into Taylor's agreement because she wanted to make Taylor happy.| Question: What will Robin want to do after?| Option A: argue with Taylor| Option B: satisfy their friend| Option C: kiss Taylor. The correct answer is ,64,2
The following is a multiple choice question. Context: Bailey was caught hitting another student during class.| Question: How would Bailey feel afterwards?| Option A: upset that she got sent to the principal's office| Option B: happy that she gets to see the principal| Option C: violent. The correct answer is ,66,1
The following is a multiple choice question. Context: Jan was taking her and the kids swimming.  They were going to the lake.| Question: What does Jan need to do before this?| Option A: go swimming| Option B: get the food| Option C: get the kids. The correct answer is ,65,3
The following is a multiple choice question. Context: Kendall threw food to the stray dogs near the beach.| Question: How would Kendall feel afterwards?| Option A: generous| Option B: stingy| Option C: angry. The correct answer is ,52,1
"The following is a multiple choice question. Context: Bailey had the have the latest iphone, so despite the old phone being a few months old, she purchase a new one.| Question: How would you describe Bailey?| Option A: content with the basics| Option B: frivolous with money| Option C: a thrifty person. The correct answer is ",73,2
The following is a multiple choice question. Context: Casey resisted every temptation when she saw all the desserts out.| Question: How would Casey feel afterwards?| Option A: angry| Option B: proud| Option C: guilty. The correct answer is ,52,2
The following is a multiple choice question. Context: Addison gave Austin static cling sheets to use for his new project.| Question: How would you describe Addison?| Option A: thankful for it| Option B: a good friend| Option C: finish his project. The correct answer is ,59,2
The following is a multiple choice question. Context: Casey shopped for groceries today at the local farmer's market.| Question: What will Casey want to do next?| Option A: Leave the market abruptly| Option B: throw the food away| Option C: Preserve the food. The correct answer is ,64,3
The following is a multiple choice question. Context: Ash made possible the promotion through her hard work.| Question: How would Ash feel afterwards?| Option A: Very accomplished| Option B: Very lazy| Option C: Lackadaisical. The correct answer is ,55,1
The following is a multiple choice question. Context: Riley took their friends out to dinner and paid.| Question: How would you describe Riley?| Option A: an anxious person| Option B: different from their friends| Option C: a very generous person. The correct answer is ,58,3
The following is a multiple choice question. Context: Tracy held out the gift and told Jan to take it since it was her birthday.| Question: What will Jan want to do next?| Option A: be a good friend to Jan| Option B: show affection to Jan| Option C: unwrap the gift and thank Jan. The correct answer is ,73,3
"The following is a multiple choice question. Context: Kai joined Bailey for dinner, but had no intention whatsoever of sleeping with them.| Question: Why did Kai do this?| Option A: said good night| Option B: didn't know how to say no to dinner| Option C: ate her dinner. The correct answer is ",69,2
The following is a multiple choice question. Context: Casey gave Riley a bad grade on her school report and failed her.| Question: Why did Casey do this?| Option A: be fair| Option B: didn't study very much| Option C: didn't do homework often. The correct answer is ,65,1
The following is a multiple choice question. Context: remy was a stand up person so he showed alex's dog lots of love.| Question: What will Alex want to do next?| Option A: go to Alex's house| Option B: neglect the dog| Option C: okay. The correct answer is ,67,1
The following is a multiple choice question. Context: Kai forgot to bring his jacket and he was freezing cold.| Question: How would you describe Kai?| Option A: very unaware| Option B: regretted| Option C: always ready. The correct answer is ,54,1
The following is a multiple choice question. Context: Jesse saved money for years so that he could retire young.| Question: What does Jesse need to do before this?| Option A: be responsible| Option B: spend more time with his family| Option C: spend a lot of money. The correct answer is ,65,1
"The following is a multiple choice question. Context: After a few months of being away, Casey we to go visit his grandma, and eat some of her homemade cookies.| Question: How would Casey feel afterwards?| Option A: said he enjoyed the cookies but not the visit| Option B: enjoyed his visit| Option C: a fan of cookies. The correct answer is ",77,2
The following is a multiple choice question. Context: Sasha published another book and it reached the best seller's list.| Question: How would Others feel as a result?| Option A: proud and pleased| Option B: like an amateur| Option C: ashamed of the book. The correct answer is ,63,1
The following is a multiple choice question. Context: Jesse went crazy last week at the store over the price.| Question: How would Jesse feel afterwards?| Option A: happy| Option B: pissed off| Option C: Careful with money. The correct answer is ,55,2
The following is a multiple choice question. Context: according to the article Aubrey went fishing together.| Question: How would Aubrey feel afterwards?| Option A: desperate together| Option B: happy walking together| Option C: a person who likes to spend time outdoor. The correct answer is ,59,3
The following is a multiple choice question. Context: The product was damaged so Alex issued a refund for the amount.| Question: How would this make the customer feel?| Option A: angry with the manufacturer| Option B: disappointed at having to make a return| Option C: they could trust Alex. The correct answer is ,67,3
The following is a multiple choice question. Context: Jordan wanted to lose some extra weight. Jordan ate more healthily.| Question: What will Jordan want to do next?| Option A: eat some more junk| Option B: stick to a plan| Option C: go on a diet. The correct answer is ,65,2
The following is a multiple choice question. Context: Tracy gave Quinn trouble after Quinn did something she didn't like.| Question: How would you describe Tracy?| Option A: was remorseful| Option B: action orientated| Option C: was ashamed. The correct answer is ,59,2
The following is a multiple choice question. Context: Casey raked the new wood logs over the coals.| Question: What does Casey need to do before this?| Option A: split the wood| Option B: Forget the wood| Option C: Get lost in the woods. The correct answer is ,62,1
The following is a multiple choice question. Context: Austin played every hand with some precise mathematical precision.| Question: What does Ash need to do before this?| Option A: be a good card player| Option B: do their best| Option C: be a so-so card player. The correct answer is ,65,1
The following is a multiple choice question. Context: Taylor went swimming with friends and put off the study group with Others.| Question: How would Others feel as a result?| Option A: like going swimming| Option B: like studying at the pool| Option C: left out. The correct answer is ,63,3
The following is a multiple choice question. Context: Ash finally saved up enough money for the bike and went and got it.| Question: How would you describe Ash?| Option A: proud| Option B: happy| Option C: very thrifty. The correct answer is ,57,2
The following is a multiple choice question. Context: Remy was desperate for money. He decided to sneak up on Bailey and steal her wallet.| Question: What will happen to Remy?| Option A: spend all of Bailey's money| Option B: give Bailey back her empty wallet| Option C: go to jail. The correct answer is ,71,3
The following is a multiple choice question. Context: Kai remembered that night forever and wrote about it in his journal.| Question: What does Kai need to do before this?| Option A: write other memories in the journal| Option B: reread the journal in the future| Option C: find a pen. The correct answer is ,68,3
The following is a multiple choice question. Context: Jordan bought a suit to have when they were applying for jobs.| Question: How would you describe Jordan?| Option A: proud of the suit| Option B: Someone with a suit| Option C: confident in the suit. The correct answer is ,62,3
"The following is a multiple choice question. Context: Lee was coming back from behind in the basketball game, and now Lee had the tiger by the tail.| Question: What does Lee need to do before this?| Option A: play basketball| Option B: gain a tiger| Option C: win the game. The correct answer is ",69,1
The following is a multiple choice question. Context: Carson skipped rope inside during her recess class.| Question: How would Carson feel afterwards?| Option A: at recess| Option B: Energized| Option C: helpless. The correct answer is ,51,2
The following is a multiple choice question. Context: Sasha threatened every employee with termination after some product went missing.| Question: What will Others want to do next?| Option A: do a good job| Option B: quit anyway| Option C: admit guilt. The correct answer is ,59,3
The following is a multiple choice question. Context: Austin played a game in the world of Disney and it was great fun.| Question: What does Austin need to do before this?| Option A: played the game again| Option B: would need a controller| Option C: smiled to himself. The correct answer is ,66,2
The following is a multiple choice question. Context: The others had forgotten the boss' birthday but not Addison.  She remembered and brought a cake.  Addison saved the day.| Question: Addison did this for what reason?| Option A: wanted to get a big raise| Option B: really wanted him to fire her| Option C: ignored. The correct answer is ,77,1
The following is a multiple choice question. Context: Riley and Austin were horsing around at the pool and Riley decided to dip Austin's head in it.| Question: How would Austin feel as a result?| Option A: like throwing Riley in the pool| Option B: like laughing from fear| Option C: a little guilty. The correct answer is ,74,1
The following is a multiple choice question. Context: Sasha provided Addison with new job opportunities because Addison had been unemployed for a while.| Question: What will Addison want to do next?| Option A: be helpful| Option B: Go to work| Option C: Thank them. The correct answer is ,62,3
The following is a multiple choice question. Context: Ash got hit in the face for being mean to another kid.| Question: What will happen to Others?| Option A: be put in time out| Option B: be punished| Option C: know what Ash did. The correct answer is ,61,2
The following is a multiple choice question. Context: Carson told Cameron's sister that they wanted to ask Cameron on a date.| Question: What will Carson want to do next?| Option A: ask the sister their opinion| Option B: question carson| Option C: ask the sister on a date. The correct answer is ,69,3
The following is a multiple choice question. Context: sasha went to a new school but ended up meeting new people.| Question: What does Sasha need to do before this?| Option A: decide to be a high school drop out| Option B: have her parents refuse to move| Option C: have her parents move. The correct answer is ,72,3
The following is a multiple choice question. Context: Kendall stood up for a reason. They had enough of being abused.| Question: What will happen to Kendall?| Option A: be brave| Option B: be disgraced| Option C: be reprimanded. The correct answer is ,58,1
The following is a multiple choice question. Context: Jan offered a prize to the student that spelled the most words in five minutes.| Question: What does Jan need to do before this?| Option A: get all the kids in a group| Option B: see who can spell the best| Option C: take a nap. The correct answer is ,72,1
The following is a multiple choice question. Context: Casey sucked her thumb when she was very nervous at work.| Question: What will Casey want to do next?| Option A: finish her difficult task| Option B: talk to others| Option C: hide from others. The correct answer is ,61,1
The following is a multiple choice question. Context: Lee gave her skills to charity since she didn't have money to donate.| Question: What will Others want to do next?| Option A: let Lee teach| Option B: she had no money| Option C: she was broke. The correct answer is ,65,1
The following is a multiple choice question. Context: Skylar was taking a test last Monday because they were absent last time.| Question: What does Skylar need to do before this?| Option A: eat| Option B: sleep| Option C: take a class. The correct answer is ,61,3
The following is a multiple choice question. Context: Riley was washed away by the tide at the ocean beach that day.| Question: How would Others feel as a result?| Option A: nervous about swimming| Option B: very sad| Option C: very funny. The correct answer is ,60,2
The following is a multiple choice question. Context: Casey used their program to render every frame of the scene of the animated movie they were hired to work on.| Question: What does Casey need to do before this?| Option A: needed to learn how to do animation| Option B: be a good worker| Option C: needed to leave the job. The correct answer is ,78,1
The following is a multiple choice question. Context: Taylor got Bailey an abortion when she came to the clinic.| Question: What will Bailey want to do next?| Option A: be irresponsible| Option B: had to make an appointment for Bailey| Option C: use condoms. The correct answer is ,62,3
"The following is a multiple choice question. Context: Remy, a teacher, brought their students together to tell them that they were going to retire.| Question: How would you describe Remy?| Option A: an inconsiderate person| Option B: a concerned person| Option C: sad and upset. The correct answer is ",67,2
The following is a multiple choice question. Context: Casey brought the book back to Jan before the return date so as to avoid late fees.| Question: How would Casey feel afterwards?| Option A: slow| Option B: upset| Option C: proactive. The correct answer is ,58,3
The following is a multiple choice question. Context: Jan wanted bacon for breakfast but she was all out of it.| Question: What does Jan need to do before this?| Option A: go buy bacon| Option B: run from the kitchen| Option C: save money. The correct answer is ,62,1
The following is a multiple choice question. Context: Sasha got higher scores on the exam than she could have hoped for after studying weeks in advance.| Question: How would you describe Sasha?| Option A: a studious individual| Option B: disappointed they didn't take first place| Option C: very smart. The correct answer is ,70,3
"The following is a multiple choice question. Context: Whether wind, rain, snow or sleet, Riley would run for 30 minutes so that they got in some exercise.| Question: How would you describe Riley?| Option A: healthy| Option B: very tired| Option C: weak. The correct answer is ",67,1
The following is a multiple choice question. Context: Taylor is trying to give advice to their team at work.| Question: How would Taylor feel afterwards?| Option A: knowledgeable| Option B: nervous| Option C: conceited. The correct answer is ,53,1
The following is a multiple choice question. Context: Remy got a new phone and wanted to download their favorite apps.| Question: How would you describe Remy?| Option A: thrilled| Option B: excited| Option C: As someone excited about their new phone. The correct answer is ,59,3
The following is a multiple choice question. Context: Sydney spent a couple of hours working and decided she would rather spend the time relaxing.| Question: What will Sydney do after that?| Option A: stay at home| Option B: cancel her vacation| Option C: go for a swim in her pool. The correct answer is ,68,3
The following is a multiple choice question. Context: The report Bailey had written didn't make sense they way it was written so they decided to get help from their mom.| Question: How would you describe Bailey?| Option A: do well| Option B: As someone who likes to talk to their mom| Option C: indebted to their mom. The correct answer is ,77,3
The following is a multiple choice question. Context: Aubrey's niece was in town. Aubrey took Lee to the park for the day.| Question: How would Aubrey feel afterwards?| Option A: A nice person| Option B: like they should get outside more| Option C: tired from playing all day. The correct answer is ,69,3
The following is a multiple choice question. Context: Sasha developed Austin's attitude by haning out with Austin a lot and learning from him.| Question: How would you describe Sasha?| Option A: like she made a person nicer towards others| Option B: ugh| Option C: like she helped Austin out. The correct answer is ,70,3
The following is a multiple choice question. Context: Tracy sorted the data into tables and analyzed it to draw a conclusion.| Question: What does Tracy need to do before this?| Option A: write a paper about the results| Option B: share the details with her coworkers| Option C: needed to conduct an experiment. The correct answer is ,71,3
"The following is a multiple choice question. Context: Taylor was sent to their room as a consequence, but Taylor played for hours in her room.| Question: What will Taylor want to do next?| Option A: Leave the house| Option B: Ask to come out| Option C: Fall asleep. The correct answer is ",67,3
The following is a multiple choice question. Context: Tracy went to see the singer in concert and took a friend of hers with her.| Question: Why did Tracy do this?| Option A: get concert tickets| Option B: share an experience| Option C: be alone. The correct answer is ,62,2
The following is a multiple choice question. Context: Addison put their friend in the trunk of the car and then drove away very quickly.| Question: Why did Addison do this?| Option A: hide from the police| Option B: flee from the police| Option C: play a joke. The correct answer is ,65,2
The following is a multiple choice question. Context: Alex threw Austin a surprise party for landing the star role in the play.| Question: What will happen to Austin?| Option A: be angry| Option B: grateful to their friends| Option C: be surprised. The correct answer is ,60,3
The following is a multiple choice question. Context: The data showed Sasha spent too much time on meetings. Sasha adjusted her plan upon the data.| Question: What does Sasha need to do before this?| Option A: lead meetings| Option B: have data| Option C: cancel meetings. The correct answer is ,65,2
The following is a multiple choice question. Context: Quinn surprised the kids with a party because they had been really good.| Question: What will happen to Others?| Option A: learn about parties| Option B: have fun| Option C: ask about fun. The correct answer is ,59,2
The following is a multiple choice question. Context: Cameron finally found a way home when they found a car to rent from the airport.| Question: What does Cameron need to do before this?| Option A: go home| Option B: get the car keys| Option C: rent the car. The correct answer is ,66,3
"The following is a multiple choice question. Context: Alex helped Ash prepare for the exam in every way, even though they both knew that Ash probably would fail the exam.| Question: How would you describe Alex in this situation?| Option A: very insincere and irrational| Option B: very unselfish and helpful| Option C: even though they both knew that Ash probably would fail the exam. The correct answer is ",85,2
The following is a multiple choice question. Context: Sydney was tired of the noisy city. Sydney decided to go camping.| Question: Why did Sydney do this?| Option A: find a noisier place to visit| Option B: get away from the city| Option C: enjoy the quiet. The correct answer is ,66,3
The following is a multiple choice question. Context: Aubrey turned Sydney back around to tell a joke about the clown and the doctor.| Question: How would you describe Aubrey?| Option A: funny| Option B: feeling bored| Option C: feeling creative. The correct answer is ,58,1
The following is a multiple choice question. Context: Skylar wanted to kill Jan that day after he saw Skylar having sex with his girlfriend.| Question: What will Skylar want to do next?| Option A: call the police| Option B: ask for an explaination| Option C: get out of town. The correct answer is ,71,2
The following is a multiple choice question. Context: lee was in love with bailey so he decided to make her name into a song.| Question: Why did Lee do this?| Option A: listen to the song| Option B: be nice to bailey| Option C: disrespect bailey. The correct answer is ,64,2
The following is a multiple choice question. Context: Quinn asked Remy where his favorite shirt is. Quinn demanded an answer from Remy.| Question: What will happen to Remy?| Option A: have to give Quinn the shirt| Option B: smart| Option C: good. The correct answer is ,61,1
The following is a multiple choice question. Context: Alex eased their pain with rest after breaking their leg in the game.| Question: Why did Alex do this?| Option A: heal their leg quicly| Option B: See a doctor| Option C: hurt it further. The correct answer is ,63,1
The following is a multiple choice question. Context: Robin gave Lee pleasure after realizing he was having a bad day.| Question: How would you describe Robin?| Option A: selfish| Option B: uncaring| Option C: aware. The correct answer is ,54,3
The following is a multiple choice question. Context: Jan got dressed and put on her warm jacket since it was windy.| Question: What does Jan need to do before this?| Option A: take a warm bath| Option B: put on her clothes| Option C: eat a sandwich. The correct answer is ,65,2
The following is a multiple choice question. Context: Remy found a girl who was injured and volunteered to take her to the hospital.| Question: How would you describe Remy?| Option A: helpful| Option B: glad he could help| Option C: relieved he could help the girl. The correct answer is ,64,1
The following is a multiple choice question. Context: Skylar carried her trash outside and put it into a trash can.| Question: Why did Skylar do this?| Option A: keep the street clean| Option B: ignore environment warnings| Option C: make a lot of trash. The correct answer is ,64,1
The following is a multiple choice question. Context: Austin was so happy to be at the lake that he floated with Bailey's boat.| Question: What will happen to Austin?| Option A: be wet but happy now| Option B: laying in the dry sun| Option C: float around with Austin. The correct answer is ,69,1
The following is a multiple choice question. Context: Casey yelled at Bailey to accept the defeat from the armwar match at the gym.| Question: What will happen to Bailey?| Option A: sit there| Option B: hang face down| Option C: depressed. The correct answer is ,60,2
The following is a multiple choice question. Context: Aubrey got upset with their spouse and eventually left.| Question: How would you describe Aubrey?| Option A: disgruntled| Option B: leaving their spouse| Option C: getting a divorce. The correct answer is ,54,1
The following is a multiple choice question. Context: Alex got a ticket on the way home and had to pay a fine.| Question: What will Alex want to do next?| Option A: pay the fine| Option B: get in his car| Option C: go to jail. The correct answer is ,64,1
"The following is a multiple choice question. Context: Bailey saw the target in front of her an shot her gun, but missed it.| Question: Why did Bailey do this?| Option A: aim better| Option B: kill the target| Option C: let the target live. The correct answer is ",63,3
The following is a multiple choice question. Context: tracy was just hired so she followed every order skylar gave her.| Question: How would Skylar feel as a result?| Option A: a hardworker and follow directions well| Option B: as content| Option C: as annoyed. The correct answer is ,66,2
The following is a multiple choice question. Context: remy was a secret serial killer so he gave robin a bad feeling.| Question: How would Robin feel as a result?| Option A: as angry| Option B: criminal and aggressive| Option C: as content. The correct answer is ,61,1
The following is a multiple choice question. Context: Riley pulled into the gas station where their friend Aubrey worked. Aubrey filled Riley's tank with fuel.| Question: What will Riley want to do next?| Option A: leave without paying Aubrey| Option B: leave the gas station| Option C: wave goodbye to Riley. The correct answer is ,72,2
The following is a multiple choice question. Context: Ash ate pancakes for breakfast and had a big cup of coffee with the pancakes.| Question: How would Ash feel afterwards?| Option A: bored| Option B: starving| Option C: happy. The correct answer is ,56,3
The following is a multiple choice question. Context: Austin got some surgery on his eyes and could see better.| Question: How would Austin feel afterwards?| Option A: angry| Option B: bored| Option C: excited. The correct answer is ,52,3
The following is a multiple choice question. Context: Casey and Austin had had a big fight that jeopardized their friendship.| Question: How would Austin feel afterwards?| Option A: worried that they'll lose their friend| Option B: like the bigger person| Option C: angry at what Austin said. The correct answer is ,68,1
"The following is a multiple choice question. Context: It was picture day for the students, so Riley took Aubrey's picture.| Question: What does Riley need to do before this?| Option A: ignore Aubrey| Option B: get a camera| Option C: get another head shot for the yearbook. The correct answer is ",68,2
The following is a multiple choice question. Context: Quinn had been dating Sasha for a few years and Sasha was bored.| Question: What will happen to Quinn?| Option A: be outraged| Option B: be happy about it| Option C: start dating someone else. The correct answer is ,61,3
"The following is a multiple choice question. Context: Lee was starting into Jordan's eyes, he was beginning to fall in love.| Question: What will happen to Jordan?| Option A: fall in Love| Option B: get in a realtionship| Option C: they will be rejected. The correct answer is ",67,1
The following is a multiple choice question. Context: Quinn bought an item from Jan so Jan put their money in the register.| Question: What will happen to Jan?| Option A: close the register| Option B: they will leave the store| Option C: they will grab their bag. The correct answer is ,65,1
The following is a multiple choice question. Context: Carson lived a block away and regularly volunteered at the shelter.| Question: How would you describe Carson?| Option A: helpful| Option B: uncaring| Option C: like a great person. The correct answer is ,56,3
The following is a multiple choice question. Context: Aubrey wanted to see Kai when she learned that Kai had been in an accident.| Question: How would Aubrey feel afterwards?| Option A: sad to see Kai's injuries| Option B: sad that she wasn't also hurt| Option C: very loved. The correct answer is ,70,1
The following is a multiple choice question. Context: according to the article Carson rose from Quinn's seat.| Question: How would you describe Carson?| Option A: a caring person| Option B: glad for the seat| Option C: like taking a nap. The correct answer is ,60,1
The following is a multiple choice question. Context: Cameron saved up enough money to retire. They lived their dream life.| Question: How would Cameron feel afterwards?| Option A: vindicated| Option B: someone who worked hard| Option C: someone who saved money. The correct answer is ,60,2
The following is a multiple choice question. Context: Bailey spend time helping her friend studying for a test.| Question: How would Bailey feel afterwards?| Option A: grateful| Option B: Good for helping a friend| Option C: going to take a test. The correct answer is ,59,2
"The following is a multiple choice question. Context: Sasha was talking to Robert, who Riley was in love with, so Riley stared at Sasha with jealous eyes.| Question: How would you describe Riley?| Option A: ashamed| Option B: was blonde| Option C: was suspicious. The correct answer is ",64,3
The following is a multiple choice question. Context: Tracy took away the food from the dog so it didn't get a stomach ache.| Question: How would you describe Tracy?| Option A: As someone that acts as a vet to their dog| Option B: proactive and protective| Option C: As thoughtful. The correct answer is ,70,2
The following is a multiple choice question. Context: They had a eating competition and the winner ate so many chicken wings that he had to go to the hospital.| Question: Why did Jordan do this?| Option A: was hungry| Option B: For bragging rights| Option C: go on a diet. The correct answer is ,68,2
The following is a multiple choice question. Context: Riley proved god's love by giving a sermon that could not be disputed.| Question: Why did Riley do this?| Option A: spread god's love| Option B: go to church| Option C: loved football more than god. The correct answer is ,66,1
The following is a multiple choice question. Context: Sydney put the boxes in the new storage unit they just got.| Question: What does Sydney need to do before this?| Option A: get the keys| Option B: lock the storage unit| Option C: drive to the store. The correct answer is ,64,1
The following is a multiple choice question. Context: Casey got the friends together for a night of drinking and partying.| Question: What will Others want to do next?| Option A: make drinks and hang out| Option B: pre-game the night| Option C: have drinks and catch up. The correct answer is ,67,3
The following is a multiple choice question. Context: Lee decided to take a walk after being stuck in the office working all day.| Question: Why did Lee do this?| Option A: did this to eat lunch| Option B: change into a pair of walking shoes before taking their walk| Option C: did this for fresh air. The correct answer is ,74,3
The following is a multiple choice question. Context: Cameron played soccer with some friends outside because it was so nice.| Question: What else will they do?| Option A: go inside because of the rain| Option B: enjoy the sunshine| Option C: get the winning goal. The correct answer is ,63,2
The following is a multiple choice question. Context: carson was a abusive person so he grabbed quinn's wrist.| Question: What will Quinn want to do next?| Option A: love carson| Option B: slap carson| Option C: control others. The correct answer is ,61,2
The following is a multiple choice question. Context: Ash gathered everything to cast the vote for herself and Robin.| Question: How would Robin feel as a result?| Option A: thankful| Option B: happy| Option C: cheated. The correct answer is ,54,1
The following is a multiple choice question. Context: Jordan worked long and hard to be able to pay for his collage and pay his bills.| Question: How would you describe Jordan?| Option A: someone with future| Option B: love to work| Option C: proud and relieved. The correct answer is ,64,3
The following is a multiple choice question. Context: Taylor increased Kai's efficiency by giving a ton of training sessions.| Question: How would you describe Taylor?| Option A: feeling proud| Option B: feeling passive| Option C: feeling lazy. The correct answer is ,57,1
The following is a multiple choice question. Context: robin was suspicious of outsiders so she kept an eye on the man.| Question: Why did Robin do this?| Option A: keep an eye on suspicious people| Option B: annoy the man| Option C: stay away from the man. The correct answer is ,65,1
The following is a multiple choice question. Context: Taylor drove his friends home from the party in the middle of the night.| Question: What does Taylor need to do before this?| Option A: stay home and sleep| Option B: drink a lot of alcohol| Option C: drive to the party. The correct answer is ,68,3
"The following is a multiple choice question. Context: Lee had caught Carson in a lie, so Carson tried to provide Lee with an explanation.| Question: What will Carson want to do next?| Option A: get Lee to forgive them| Option B: not trust Carson| Option C: become angry with Carson. The correct answer is ",69,1
The following is a multiple choice question. Context: The person got murdered last year and the detectives finally solved the case.| Question: How would you describe Lee?| Option A: like the detectives have done a good job| Option B: relieved that the case has finally been solved| Option C: Dedicated worker. The correct answer is ,69,2
"The following is a multiple choice question. Context: After Cameron pushed Remy, Remy pushed Cameron back.| Question: What will Cameron want to do next?| Option A: be friends with Remy| Option B: get mad| Option C: shove Remy again. The correct answer is ",58,3
"The following is a multiple choice question. Context: After Robin responded with what she wanted done with the table, Addison produced Robin's response.| Question: What will happen to Addison?| Option A: have Addison work with the table| Option B: be referred| Option C: be fired. The correct answer is ",66,2
